9,"$7,133","$7,055","$6,990","$19,577","$19,499","$19,434","$8,524","$8,446","$8,381","$16,607","$16,529","$16,464"
10,"$7,155","$7,077","$7,012","$19,651","$19,573","$19,508","$9,214","$9,136","$9,071","$18,254","$18,176","$18,111"
11,"$7,174","$7,096","$7,031","$19,726","$19,648","$19,583","$9,902","$9,824","$9,759","$19,754","$19,676","$19,611"
12,"$8,206","$8,128","$8,063","$22,550","$22,472","$22,407","$10,418","$10,340","$10,275","$21,156","$21,078","$21,013"
13,"$8,206","$8,128","$8,063","$22,550","$22,472","$22,407","$10,418","$10,340","$10,275","$21,156","$21,078","$21,013"
14,"$8,206","$8,128","$8,063","$22,550","$22,472","$22,407","$10,418","$10,340","$10,275","$21,156","$21,078","$21,013"
15,"$8,206","$8,128","$8,063","$22,550","$22,472","$22,407","$10,418","$10,340","$10,275","$21,156","$21,078","$21,013"

Supplemental Designated Tuition Fees
School,Courses,Fee
"Harry J. Bass Jr. School of Arts, Humanities, and Technology",All ATCM Undergraduate,$50.00 per credit hour
All ATCM Graduate,$50.00 per credit hour
School of Behavioral and Brain Sciences,"Graduate Speech Language/Audiology (COMD, AUD)",$50.00 per credit hour
"School of Economic, Political and Policy Sciences",Graduate Public Affairs (PA),$50.00 per credit hour
Erik Jonsson School of Engineering and Computer Science,All ECS Undergraduate,$70.00 per credit hour
All ECS Graduate,$95.00 per credit hour
Naveen Jindal School of Management,All MGT Undergraduate,$60.00 per credit hour
All MGT Graduate,$100.00 per credit hour

Guaranteed Tuition Plan 2022 – 2023
,Resident / Undergraduate,Non-Resident / Undergraduate,Resident / Graduate,Non-Resident / Graduate
Credit Hours,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only
1,"$1,917","$1,839","$1,774","$5,219","$5,141","$5,076","$1,866","$1,788","$1,723","$2,765","$2,687","$2,622"
2,"$2,567","$2,489","$2,424","$7,001","$6,923","$6,858","$2,997","$2,919","$2,854","$4,511","$4,433","$4,368"
3,"$3,220","$3,142","$3,077","$8,782","$8,704","$8,639","$3,883","$3,805","$3,740","$6,236","$6,158","$6,093"
4,"$3,872","$3,794","$3,729","$10,562","$10,484","$10,419","$4,646","$4,568","$4,503","$7,875","$7,797","$7,732"
5,"$4,525","$4,447","$4,382","$12,346","$12,268","$12,203","$5,409","$5,331","$5,266","$9,513","$9,435","$9,370"
6,"$5,176","$5,098","$5,033","$14,126","$14,048","$13,983","$6,172","$6,094","$6,029","$11,151","$11,073","$11,008"
7,"$5,829","$5,751","$5,686","$15,908","$15,830","$15,765","$7,426","$7,348","$7,283","$13,466","$13,388","$13,323"
8,"$6,481","$6,403","$6,338","$17,689","$17,611","$17,546","$8,189","$8,111","$8,046","$15,087","$15,009","$14,944"
9,"$7,133","$7,055","$6,990","$19,469","$19,391","$19,326","$8,524","$8,446","$8,381","$16,499","$16,421","$16,356"
10,"$7,155","$7,077","$7,012","$19,531","$19,453","$19,388","$9,214","$9,136","$9,071","$18,134","$18,056","$17,991"
11,"$7,174","$7,096","$7,031","$19,594","$19,516","$19,451","$9,902","$9,824","$9,759","$19,622","$19,544","$19,479"
12,"$8,206","$8,128","$8,063","$22,406","$22,328","$22,263","$10,418","$10,340","$10,275","$21,012","$20,934","$20,869"
13,"$8,206","$8,128","$8,063","$22,406","$22,328","$22,263","$10,418","$10,340","$10,275","$21,012","$20,934","$20,869"
14,"$8,206","$8,128","$8,063","$22,406","$22,328","$22,263","$10,418","$10,340","$10,275","$21,012","$20,934","$20,869"
15,"$8,206","$8,128","$8,063","$22,406","$22,328","$22,263","$10,418","$10,340","$10,275","$21,012","$20,934","$20,869"

Supplemental Designated Tuition Fees
School,Courses,Fee
"Harry J. Bass Jr. School of Arts, Humanities, and Technology",All ATCM Undergraduate,$50.00 per credit hour
All ATCM Graduate,$50.00 per credit hour
School of Behavioral and Brain Sciences,"Graduate Speech Language/Audiology (COMD, AUD)",$50.00 per credit hour
"School of Economic, Political and Policy Sciences",Graduate Public Affairs (PA),$50.00 per credit hour
Erik Jonsson School of Engineering and Computer Science,All ECS Undergraduate,$70.00 per credit hour
All ECS Graduate,$95.00 per credit hour
Naveen Jindal School of Management,All MGT Undergraduate,$60.00 per credit hour
All MGT Graduate,$100.00 per credit hour

Guaranteed Tuition Plan 2021-2022
,Resident / Undergraduate,Non-Resident / Undergraduate,Resident / Graduate,Non-Resident / Graduate
Credit Hours,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only
1,"$1,917","$1,839","$1,774","$5,219","$5,141","$5,076","$1,866","$1,788","$1,723","$2,765","$2,687","$2,622"
2,"$2,567","$2,489","$2,424","$7,001","$6,923","$6,858","$2,997","$2,919","$2,854","$4,511","$4,433","$4,368"
3,"$3,220","$3,142","$3,077","$8,782","$8,704","$8,639","$3,883","$3,805","$3,740","$6,236","$6,158","$6,093"
4,"$3,872","$3,794","$3,729","$10,562","$10,484","$10,419","$4,646","$4,568","$4,503","$7,875","$7,797","$7,732"
5,"$4,525","$4,447","$4,382","$12,346","$12,268","$12,203","$5,409","$5,331","$5,266","$9,513","$9,435","$9,370"
6,"$5,176","$5,098","$5,033","$14,126","$14,048","$13,983","$6,172","$6,094","$6,029","$11,151","$11,073","$11,008"
7,"$5,829","$5,751","$5,686","$15,908","$15,830","$15,765","$7,426","$7,348","$7,283","$13,466","$13,388","$13,323"
8,"$6,481","$6,403","$6,338","$17,689","$17,611","$17,546","$8,189","$8,111","$8,046","$15,087","$15,009","$14,944"
9,"$7,133","$7,055","$6,990","$19,469","$19,391","$19,326","$8,524","$8,446","$8,381","$16,499","$16,421","$16,356"
10,"$7,155","$7,077","$7,012","$19,531","$19,453","$19,388","$9,214","$9,136","$9,071","$18,134","$18,056","$17,991"
11,"$7,174","$7,096","$7,031","$19,594","$19,516","$19,451","$9,902","$9,824","$9,759","$19,622","$19,544","$19,479"
12,"$8,206","$8,128","$8,063","$22,406","$22,328","$22,263","$10,418","$10,340","$10,275","$21,012","$20,934","$20,869"
13,"$8,206","$8,128","$8,063","$22,406","$22,328","$22,263","$10,418","$10,340","$10,275","$21,012","$20,934","$20,869"
14,"$8,206","$8,128","$8,063","$22,406","$22,328","$22,263","$10,418","$10,340","$10,275","$21,012","$20,934","$20,869"
15,"$8,206","$8,128","$8,063","$22,406","$22,328","$22,263","$10,418","$10,340","$10,275","$21,012","$20,934","$20,869"

Supplemental Designated Tuition Fees
School,Courses,Fee
"School of Arts, Technology, and Emerging Communication",All ATCM Undergraduate,$50.00 per credit hour
All ATCM Graduate,$50.00 per credit hour
School of Behavioral and Brain Sciences,"Graduate Speech Language/Audiology (COMD, AUD)",$50.00 per credit hour
"School of Economic, Political and Policy Sciences",Graduate Public Affairs (PA),$50.00 per credit hour
Erik Jonsson School of Engineering and Computer Science,All ECS Undergraduate,$70.00 per credit hour
All ECS Graduate,$95.00 per credit hour
Naveen Jindal School of Management,All MGT Undergraduate,$60.00 per credit hour
All MGT Graduate,$100.00 per credit hour

Variable Tuition Plan 2023 – 2024
,Resident / Undergraduate,Non-Resident / Undergraduate,Resident / Graduate,Non-Resident / Graduate
Credit Hours,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only
1,"$1,700","$1,622","$1,557","$4,645","$4,567","$4,502","$1,651","$1,573","$1,508","$2,449","$2,371","$2,306"
2,"$2,278","$2,200","$2,135","$6,238","$6,160","$6,095","$2,653","$2,575","$2,510","$3,965","$3,887","$3,822"
3,"$2,857","$2,779","$2,714","$7,831","$7,753","$7,688","$3,435","$3,357","$3,292","$5,459","$5,381","$5,316"
4,"$3,436","$3,358","$3,293","$9,424","$9,346","$9,281","$4,112","$4,034","$3,969","$6,877","$6,799","$6,734"
5,"$4,015","$3,937","$3,872","$11,017","$10,939","$10,874","$4,788","$4,710","$4,645","$8,295","$8,217","$8,152"
6,"$4,593","$4,515","$4,450","$12,611","$12,533","$12,468","$5,462","$5,384","$5,319","$9,711","$9,633","$9,568"
7,"$5,172","$5,094","$5,029","$14,204","$14,126","$14,061","$6,573","$6,495","$6,430","$11,748","$11,670","$11,605"
8,"$5,751","$5,673","$5,608","$15,797","$15,719","$15,654","$7,249","$7,171","$7,106","$13,148","$13,070","$13,005"
9,"$6,330","$6,252","$6,187","$17,389","$17,311","$17,246","$7,544","$7,466","$7,401","$14,734","$14,656","$14,591"
10,"$6,348","$6,270","$6,205","$17,457","$17,379","$17,314","$8,133","$8,055","$7,990","$15,776","$15,698","$15,633"
11,"$6,366","$6,288","$6,223","$17,524","$17,446","$17,381","$8,722","$8,644","$8,579","$17,042","$16,964","$16,899"
12,"$7,282","$7,204","$7,139","$20,032","$19,954","$19,889","$9,061","$8,983","$8,918","$18,216","$18,138","$18,073"
13,"$7,282","$7,204","$7,139","$20,032","$19,954","$19,889","$9,061","$8,983","$8,918","$18,216","$18,138","$18,073"
14,"$7,282","$7,204","$7,139","$20,032","$19,954","$19,889","$9,061","$8,983","$8,918","$18,216","$18,138","$18,073"
15,"$7,282","$7,204","$7,139","$20,032","$19,954","$19,889","$9,061","$8,983","$8,918","$18,216","$18,138","$18,073"

Supplemental Designated Tuition Fees
School,Courses,Fee
"Harry J. Bass Jr. School of Arts, Humanities, and Technology",All ATCM Undergraduate,$50.00 per credit hour
All ATCM Graduate,$50.00 per credit hour
School of Behavioral and Brain Sciences,"Graduate Speech Language/Audiology (COMD, AUD)",$50.00 per credit hour
"School of Economic, Political and Policy Sciences",Graduate Public Affairs (PA),$50.00 per credit hour
Erik Jonsson School of Engineering and Computer Science,All ECS Undergraduate,$70.00 per credit hour
All ECS Graduate,$95.00 per credit hour
Naveen Jindal School of Management,All MGT Undergraduate,$60.00 per credit hour
All MGT Graduate,$100.00 per credit hour

Variable Tuition Plan 2022 – 2023
,Resident / Undergraduate,Non-Resident / Undergraduate,Resident / Graduate,Non-Resident / Graduate
Credit Hours,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only
1,"$1,700","$1,622","$1,557","$4,633","$4,555","$4,490","$1,651","$1,573","$1,508","$2,437","$2,359","$2,294"
2,"$2,278","$2,200","$2,135","$6,214","$6,136","$6,071","$2,653","$2,575","$2,510","$3,941","$3,863","$3,798"
3,"$2,857","$2,779","$2,714","$7,795","$7,717","$7,652","$3,435","$3,357","$3,292","$5,423","$5,345","$5,280"
4,"$3,436","$3,358","$3,293","$9,376","$9,298","$9,233","$4,112","$4,034","$3,969","$6,829","$6,751","$6,686"
5,"$4,015","$3,937","$3,872","$10,957","$10,879","$10,814","$4,788","$4,710","$4,645","$8,235","$8,157","$8,092"
6,"$4,593","$4,515","$4,450","$12,539","$12,461","$12,396","$5,462","$5,384","$5,319","$9,639","$9,561","$9,496"
7,"$5,172","$5,094","$5,029","$14,120","$14,042","$13,977","$6,573","$6,495","$6,430","$11,664","$11,586","$11,521"
8,"$5,751","$5,673","$5,608","$15,701","$15,623","$15,558","$7,249","$7,171","$7,106","$13,052","$12,974","$12,909"
9,"$6,330","$6,252","$6,187","$17,281","$17,203","$17,138","$7,544","$7,466","$7,401","$14,626","$14,548","$14,483"
10,"$6,348","$6,270","$6,205","$17,337","$17,259","$17,194","$8,133","$8,055","$7,990","$15,656","$15,578","$15,513"
11,"$6,366","$6,288","$6,223","$17,392","$17,314","$17,249","$8,722","$8,644","$8,579","$16,910","$16,832","$16,767"
12,"$7,282","$7,204","$7,139","$19,888","$19,810","$19,745","$9,061","$8,983","$8,918","$18,072","$17,994","$17,929"
13,"$7,282","$7,204","$7,139","$19,888","$19,810","$19,745","$9,061","$8,983","$8,918","$18,072","$17,994","$17,929"
14,"$7,282","$7,204","$7,139","$19,888","$19,810","$19,745","$9,061","$8,983","$8,918","$18,072","$17,994","$17,929"
15,"$7,282","$7,204","$7,139","$19,888","$19,810","$19,745","$9,061","$8,983","$8,918","$18,072","$17,994","$17,929"

Supplemental Designated Tuition Fees
School,Courses,Fee
"Harry J. Bass Jr. School of Arts, Humanities, and Technology",All ATCM Undergraduate,$50.00 per credit hour
All ATCM Graduate,$50.00 per credit hour
School of Behavioral and Brain Sciences,"Graduate Speech Language/Audiology (COMD, AUD)",$50.00 per credit hour
"School of Economic, Political and Policy Sciences",Graduate Public Affairs (PA),$50.00 per credit hour
Erik Jonsson School of Engineering and Computer Science,All ECS Undergraduate,$70.00 per credit hour
All ECS Graduate,$95.00 per credit hour
Naveen Jindal School of Management,All MGT Undergraduate,$60.00 per credit hour
All MGT Graduate,$100.00 per credit hour

Variable Tuition Plan 2021-2022
,Resident / Undergraduate,Non-Resident / Undergraduate,Resident / Graduate,Non-Resident / Graduate
Credit Hours,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only
1,"$1,700","$1,622","$1,557","$4,633","$4,555","$4,490","$1,651","$1,573","$1,508","$2,437","$2,359","$2,294"
2,"$2,278","$2,200","$2,135","$6,214","$6,136","$6,071","$2,653","$2,575","$2,510","$3,941","$3,863","$3,798"
3,"$2,857","$2,779","$2,714","$7,795","$7,717","$7,652","$3,435","$3,357","$3,292","$5,423","$5,345","$5,280"
4,"$3,436","$3,358","$3,293","$9,376","$9,298","$9,233","$4,112","$4,034","$3,969","$6,829","$6,751","$6,686"
5,"$4,015","$3,937","$3,872","$10,957","$10,879","$10,814","$4,788","$4,710","$4,645","$8,235","$8,157","$8,092"
6,"$4,593","$4,515","$4,450","$12,539","$12,461","$12,396","$5,462","$5,384","$5,319","$9,639","$9,561","$9,496"
7,"$5,172","$5,094","$5,029","$14,120","$14,042","$13,977","$6,573","$6,495","$6,430","$11,664","$11,586","$11,521"
8,"$5,751","$5,673","$5,608","$15,701","$15,623","$15,558","$7,249","$7,171","$7,106","$13,052","$12,974","$12,909"
9,"$6,330","$6,252","$6,187","$17,281","$17,203","$17,138","$7,544","$7,466","$7,401","$14,626","$14,548","$14,483"
10,"$6,348","$6,270","$6,205","$17,337","$17,259","$17,194","$8,133","$8,055","$7,990","$15,656","$15,578","$15,513"
11,"$6,366","$6,288","$6,223","$17,392","$17,314","$17,249","$8,722","$8,644","$8,579","$16,910","$16,832","$16,767"
12,"$7,282","$7,204","$7,139","$19,888","$19,810","$19,745","$9,061","$8,983","$8,918","$18,072","$17,994","$17,929"
13,"$7,282","$7,204","$7,139","$19,888","$19,810","$19,745","$9,061","$8,983","$8,918","$18,072","$17,994","$17,929"
14,"$7,282","$7,204","$7,139","$19,888","$19,810","$19,745","$9,061","$8,983","$8,918","$18,072","$17,994","$17,929"
15,"$7,282","$7,204","$7,139","$19,888","$19,810","$19,745","$9,061","$8,983","$8,918","$18,072","$17,994","$17,929"

Supplemental Designated Tuition Fees
School,Courses,Fee
"School of Arts, Technology, and Emerging Communication",All ATCM Undergraduate,$50.00 per credit hour
All ATCM Graduate,$50.00 per credit hour
School of Behavioral and Brain Sciences,"Graduate Speech Language/Audiology (COMD, AUD)",$50.00 per credit hour
"School of Economic, Political and Policy Sciences",Graduate Public Affairs (PA),$50.00 per credit hour
Erik Jonsson School of Engineering and Computer Science,All ECS Undergraduate,$70.00 per credit hour
All ECS Graduate,$95.00 per credit hour
Naveen Jindal School of Management,All MGT Undergraduate,$60.00 per credit hour
All MGT Graduate,$100.00 per credit hour

Variable Tuition Plan 2020-2021
,Resident / Undergraduate,Non-Resident / Undergraduate,Resident / Graduate,Non-Resident / Graduate
Credit Hours,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only
1,"$1,633","$1,556","$1,492","$4,537","$4,460","$4,396","$1,593","$1,516","$1,452","$2,383","$2,306","$2,242"
2,"$2,189","$2,112","$2,048","$6,086","$6,009","$5,945","$2,560","$2,483","$2,419","$3,854","$3,777","$3,713"
3,"$2,745","$2,668","$2,604","$7,635","$7,558","$7,494","$3,315","$3,238","$3,174","$5,304","$5,227","$5,163"
4,"$3,301","$3,224","$3,160","$9,184","$9,107","$9,043","$3,968","$3,891","$3,827","$6,679","$6,602","$6,538"
5,"$3,857","$3,780","$3,716","$10,733","$10,656","$10,592","$4,620","$4,543","$4,479","$8,054","$7,977","$7,913"
6,"$4,413","$4,336","$4,272","$12,283","$12,206","$12,142","$5,271","$5,194","$5,130","$9,428","$9,351","$9,287"
7,"$4,969","$4,892","$4,828","$13,832","$13,755","$13,691","$6,343","$6,266","$6,202","$11,408","$11,331","$11,267"
8,"$5,525","$5,448","$5,384","$15,381","$15,304","$15,240","$6,995","$6,918","$6,854","$12,766","$12,689","$12,625"
9,"$6,081","$6,004","$5,940","$16,929","$16,852","$16,788","$7,280","$7,203","$7,139","$14,305","$14,228","$14,164"
10,"$6,099","$6,022","$5,958","$16,985","$16,908","$16,844","$7,840","$7,763","$7,699","$15,313","$15,236","$15,172"
11,"$6,116","$6,039","$5,975","$17,040","$16,963","$16,899","$8,399","$8,322","$8,258","$16,539","$16,462","$16,398"
12,"$6,996","$6,919","$6,855","$19,485","$19,408","$19,344","$8,709","$8,632","$8,568","$17,676","$17,599","$17,535"
13,"$6,996","$6,919","$6,855","$19,485","$19,408","$19,344","$8,709","$8,632","$8,568","$17,676","$17,599","$17,535"
14,"$6,996","$6,919","$6,855","$19,485","$19,408","$19,344","$8,709","$8,632","$8,568","$17,676","$17,599","$17,535"
15,"$6,996","$6,919","$6,855","$19,485","$19,408","$19,344","$8,709","$8,632","$8,568","$17,676","$17,599","$17,535"

Supplemental Designated Tuition Fees
School,Courses,Fee
"School of Arts, Technology, and Emerging Communication",All ATCM Undergraduate,$45.00 per credit hour
All ATCM Graduate,$50.00 per credit hour
School of Behavioral and Brain Sciences,"Graduate Speech Language/Audiology (COMD, AUD)",$50.00 per credit hour
"School of Economic, Political and Policy Sciences",Graduate Public Affairs (PA),$50.00 per credit hour
Erik Jonsson School of Engineering and Computer Science,All ECS Undergraduate,$65.00 per credit hour
All ECS Graduate,$85.00 per credit hour
Naveen Jindal School of Management,All MGT Undergraduate,$55.00 per credit hour
All MGT Graduate,$100.00 per credit hour

Variable Tuition Plan 2019-2020
,Resident / Undergraduate,Non-Resident / Undergraduate,Resident / Graduate,Non-Resident / Graduate
Credit Hours,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only,Fall / Spring / 11-Week Summer,8-Week Summer Only,5-Week Summer Only
